id,sex,repro,readsite,night,month,year,first_time,time_spent_action,mean_time_bout,sd_time_bout,n,,07:00 p. m.,06:00 a. m.
*989001003024684,female,lactating,carmen,22/05/2015,May,2015,19H 56M 25S,foraging,6015.4,12482.91321,5,,,
*989001003024650,female,lactating,carmen,29/05/2015,May,2015,19H 44M 45S,roosting,27670,38872.48819,2,,,
*989001003024684,female,lactating,carmen,23/05/2015,May,2015,19H 43M 46S,foraging,14220,18239.11231,2,,,
*989001003024601,female,lactating,carmen,22/05/2015,May,2015,19H 53M 2S,roosting,27655,38482.16525,2,,,
*989001003024684,female,lactating,carmen,24/05/2015,May,2015,19H 51M 41S,foraging,28995,NA,1,,,
*989001003024624,female,lactating,carmen,30/05/2015,May,2015,19H 46M 50S,roosting,27649.5,39055.62885,2,,,
*989001003024684,female,lactating,carmen,25/05/2015,May,2015,19H 47M 46S,foraging,29851,NA,1,,,
*989001003024653,female,lactating,carmen,30/05/2015,May,2015,19H 49M 8S,roosting,27644,39018.15219,2,,,
*989001003024684,female,lactating,carmen,26/05/2015,May,2015,19H 51M 11S,foraging,14829.5,19446.14359,2,,,
*989001003024633,female,lactating,carmen,23/05/2015,May,2015,19H 45M 48S,roosting,27639.5,38888.75164,2,,,
*989001003024684,female,lactating,carmen,27/05/2015,May,2015,19H 56M 39S,foraging,22059,NA,1,,,
*989001003024650,female,lactating,carmen,01/06/2015,May,2015,19H 53M 44S,roosting,27635.5,38934.00648,2,,,
*989001003024685,female,lactating,carmen,22/05/2015,May,2015,19H 48M 19S,foraging,15593,17775.25027,2,,,
*989001003024629,female,lactating,carmen,25/05/2015,May,2015,19H 52M 4S,roosting,27628.5,38863.2958,2,,,
*989001003024685,female,lactating,carmen,23/05/2015,May,2015,19H 49M 2S,foraging,5864,7799.499535,5,,,
*989001003024689,female,lactating,carmen,30/05/2015,May,2015,19H 41M 44S,roosting,27602.5,38830.76889,2,,,
*989001003024685,female,lactating,carmen,24/05/2015,May,2015,19H 39M 53S,foraging,15344,10551.44739,2,,,
*989001003024522,female,lactating,carmen,26/05/2015,May,2015,19H 55M 46S,roosting,27559.5,38670.96276,2,,,
*989001003024685,female,lactating,carmen,25/05/2015,May,2015,19H 46M 56S,foraging,5922.6,8198.404619,5,,,
*989001003024627,female,lactating,carmen,26/05/2015,May,2015,19H 47M 1S,roosting,27557,38540.148,2,,,
*989001003024685,female,lactating,carmen,26/05/2015,May,2015,19H 48M 38S,foraging,15003,19931.92595,2,,,
*989001003024642,female,lactating,carmen,01/06/2015,May,2015,19H 50M 48S,roosting,27549,38885.21611,2,,,
*989001003024685,female,lactating,carmen,27/05/2015,May,2015,19H 51M 31S,foraging,1843.333333,3119.159876,3,,,
*989001003024689,female,lactating,carmen,28/05/2015,May,2015,19H 44M 25S,roosting,27549,38248.82001,2,,,
*989001003024685,female,lactating,carmen,28/05/2015,May,2015,19H 43M 25S,foraging,5685,9381.272355,3,,,
*989001003024661,female,lactating,carmen,26/05/2015,May,2015,19H 53M 35S,roosting,27524.5,38861.88159,2,,,
*989001003024685,female,lactating,carmen,29/05/2015,May,2015,19H 48M 39S,foraging,49,NA,1,,,
*989001003024619,female,lactating,carmen,24/05/2015,May,2015,19H 45M 14S,roosting,27511,37954.66359,2,,,
*989001003024685,female,lactating,carmen,30/05/2015,May,2015,19H 52M 30S,foraging,14835.5,20693.47995,2,,,
*989001003024702,female,lactating,carmen,29/05/2015,May,2015,19H 49M 9S,roosting,27507.5,38153.36059,2,,,
*989001003024685,female,lactating,carmen,31/05/2015,May,2015,19H 48M 50S,foraging,1132.6,1757.568007,5,,,
*989001003024644,female,lactating,carmen,22/05/2015,May,2015,19H 55M 16S,roosting,27490,38688.64043,2,,,
*989001003024533,female,lactating,carmen,24/05/2015,May,2015,19H 44M 31S,roosting,27485,38503.37845,2,,,
*989001003024685,female,lactating,carmen,02/06/2015,Jun,2015,19H 51M 10S,foraging,29778,NA,1,,,
*989001003024637,female,non,carmen,27/05/2015,May,2015,19H 55M 0S,roosting,27481.66667,26926.34714,3,,,
*989001003024686,female,lactating,carmen,22/05/2015,May,2015,19H 59M 20S,foraging,28492,NA,1,,,
*989001003024662,female,lactating,carmen,26/05/2015,May,2015,19H 45M 36S,roosting,27474,27619.78742,3,,,
*989001003024686,female,lactating,carmen,23/05/2015,May,2015,19H 58M 4S,foraging,6755,12548.37262,4,,,
*989001003024684,female,lactating,carmen,23/05/2015,May,2015,19H 43M 46S,roosting,27460.5,37651.31478,2,,,
*989001003024686,female,lactating,carmen,24/05/2015,May,2015,19H 46M 3S,foraging,29076,NA,1,,,
*989001003024517,female,lactating,carmen,24/05/2015,May,2015,19H 38M 0S,roosting,27454,38063.55803,2,,,
*989001003024686,female,lactating,carmen,25/05/2015,May,2015,19H 47M 59S,foraging,28275,NA,1,,,
*989001003024706,female,lactating,carmen,22/05/2015,May,2015,19H 56M 54S,roosting,27419.5,37924.258,2,,,
*989001003024686,female,lactating,carmen,26/05/2015,May,2015,19H 53M 36S,foraging,30993,NA,1,,,
*989001003024633,female,lactating,carmen,29/05/2015,May,2015,19H 49M 8S,roosting,27363,38262.96214,2,,,
*989001003024686,female,lactating,carmen,27/05/2015,May,2015,20H 13M 21S,foraging,313.1428571,321.6698248,7,,,
*989001003024672,female,lactating,carmen,31/05/2015,May,2015,19H 48M 31S,roosting,27353.5,38260.84082,2,,,
*989001003024686,female,lactating,carmen,28/05/2015,May,2015,19H 51M 58S,foraging,27994,NA,1,,,
*989001003024614,female,non,carmen,30/05/2015,May,2015,19H 58M 29S,roosting,27351.66667,28157.89066,3,,,
*989001003024686,female,lactating,carmen,29/05/2015,May,2015,19H 49M 53S,foraging,7516.5,10400.47642,4,,,
*989001003024677,female,lactating,carmen,23/05/2015,May,2015,19H 41M 38S,roosting,27322.66667,23886.75898,3,,,
*989001003024686,female,lactating,carmen,30/05/2015,May,2015,19H 52M 36S,foraging,29850,NA,1,,,
*989001003024679,female,non,carmen,31/05/2015,May,2015,19H 54M 44S,roosting,27317,38501.96424,2,,,
*989001003024686,female,lactating,carmen,31/05/2015,May,2015,19H 53M 17S,foraging,28733,NA,1,,,
*989001003024633,female,lactating,carmen,22/05/2015,May,2015,19H 56M 47S,roosting,27280.5,37683.84169,2,,,
*989001003024705,female,lactating,carmen,31/05/2015,May,2015,19H 55M 35S,roosting,27276.66667,25345.35504,3,,,
*989001003024686,female,lactating,carmen,02/06/2015,Jun,2015,19H 49M 15S,foraging,29344,NA,1,,,
*989001003024703,female,non,carmen,23/05/2015,May,2015,19H 59M 7S,roosting,27258.66667,25644.03206,3,,,
*989001003024687,female,lactating,carmen,22/05/2015,May,2015,19H 58M 30S,foraging,13873,16191.33108,2,,,
*989001003024690,female,lactating,carmen,25/05/2015,May,2015,19H 42M 50S,roosting,27236,38206.3936,2,,,
*989001003024687,female,lactating,carmen,23/05/2015,May,2015,19H 53M 43S,foraging,27804,NA,1,,,
*989001005064958,female,lactating,carmen,14/04/2016,Apr,2016,20H 12M 7S,roosting,27188.33333,35693.6566,3,,,
*989001003024687,female,lactating,carmen,24/05/2015,May,2015,19H 51M 13S,foraging,25856,NA,1,,,
*989001003024648,female,lactating,carmen,22/05/2015,May,2015,19H 52M 1S,roosting,27171,38098.91337,2,,,
*989001003024687,female,lactating,carmen,25/05/2015,May,2015,19H 54M 55S,foraging,4174.4,6056.943974,5,,,
*989001005064991,female,non,carmen,23/04/2016,Apr,2016,20H 27M 55S,roosting,27111.66667,38358.81388,3,,,
*989001003024687,female,lactating,carmen,26/05/2015,May,2015,19H 44M 19S,foraging,220,NA,1,,,
*989001005064990,female,pregnant,carmen,24/04/2016,Apr,2016,19H 59M 5S,roosting,27077.33333,35399.82887,3,,,
*989001003024687,female,lactating,carmen,27/05/2015,May,2015,19H 54M 14S,foraging,28120,NA,1,,,
*989001005527039,female,pregnant,carmen,25/04/2016,Apr,2016,20H 23M 33S,roosting,26992.75,39871.64264,4,,,
*989001003024687,female,lactating,carmen,28/05/2015,May,2015,19H 53M 18S,foraging,28629,NA,1,,,
*989001005064930,female,pregnant,carmen,18/04/2016,Apr,2016,21H 19M 46S,roosting,26988.33333,32488.47347,3,,,
*989001003024687,female,lactating,carmen,29/05/2015,May,2015,19H 53M 28S,foraging,30268,NA,1,,,
*989001003024712,female,lactating,carmen,02/06/2015,Jun,2015,20H 38M 6S,roosting,26939.5,39254.46088,4,,,
*989001003024687,female,lactating,carmen,30/05/2015,May,2015,19H 55M 0S,foraging,31027,NA,1,,,
*989001005064901,female,pregnant,carmen,20/04/2016,Apr,2016,20H 34M 44S,roosting,26874,30646.95908,3,,,
*989001003024687,female,lactating,carmen,31/05/2015,May,2015,19H 56M 2S,foraging,30237,NA,1,,,
*989001005064904,female,pregnant,carmen,21/04/2016,Apr,2016,21H 4M 46S,roosting,26799,37285.09438,3,,,
*989001005064981,female,pregnant,carmen,14/04/2016,Apr,2016,19H 50M 8S,roosting,26798.5,37712.12596,2,,,
*989001003024687,female,lactating,carmen,02/06/2015,Jun,2015,19H 51M 32S,foraging,31676,NA,1,,,
*989001005064901,female,pregnant,carmen,24/04/2016,Apr,2016,21H 15M 53S,roosting,26780.66667,29683.73764,3,,,
*989001003024689,female,lactating,carmen,22/05/2015,May,2015,19H 44M 0S,foraging,2913.4,6695.376385,10,,,
*989001003024614,female,non,carmen,24/05/2015,May,2015,20H 34M 51S,roosting,26754.66667,29128.83445,3,,,
*989001003024689,female,lactating,carmen,23/05/2015,May,2015,19H 42M 54S,foraging,4464.5,8108.567917,4,,,
*989001005064958,female,lactating,carmen,22/04/2016,Apr,2016,19H 51M 40S,roosting,26602.66667,55497.01572,6,,,
*989001003024689,female,lactating,carmen,24/05/2015,May,2015,19H 38M 7S,foraging,32044,NA,1,,,
*989001003024673,female,lactating,carmen,02/06/2015,Jun,2015,19H 50M 7S,roosting,26567,45481.5114,3,,,
*989001003024689,female,lactating,carmen,25/05/2015,May,2015,19H 34M 29S,foraging,3140.714286,7786.529537,7,,,
*989001006710088,female,lactating,carmen,30/05/2017,May,2017,19H 59M 19S,roosting,26555,37403.1203,2,,,
*989001003024689,female,lactating,carmen,26/05/2015,May,2015,19H 42M 0S,foraging,15466,21528.57306,2,,,
*989001005527075,female,non,carmen,21/04/2016,Apr,2016,20H 36M 47S,roosting,26554,36728.51986,3,,,
*989001003024689,female,lactating,carmen,27/05/2015,May,2015,19H 38M 59S,foraging,469.25,299.2505918,4,,,
*989001005064982,female,pregnant,carmen,14/04/2016,Apr,2016,20H 24M 19S,roosting,26516.33333,35094.10118,3,,,
*989001003024689,female,lactating,carmen,28/05/2015,May,2015,19H 44M 25S,foraging,15690.5,11387.95471,2,,,
*989001003024685,female,lactating,carmen,27/05/2015,May,2015,19H 51M 31S,roosting,26457.66667,27179.73998,3,,,
*989001003024689,female,lactating,carmen,29/05/2015,May,2015,19H 45M 31S,foraging,6065.2,9447.59182,5,,,
*989001005064945,female,pregnant,carmen,23/04/2016,Apr,2016,20H 5M 58S,roosting,26398.33333,31892.61294,3,,,
*989001003024689,female,lactating,carmen,30/05/2015,May,2015,19H 41M 44S,foraging,15622,21368.76693,2,,,
*989001005527048,female,lactating,carmen,18/04/2016,Apr,2016,21H 18M 0S,roosting,26397.66667,30997.84574,3,,,
*989001003024689,female,lactating,carmen,31/05/2015,May,2015,19H 42M 56S,foraging,10992.66667,18345.6792,3,,,
*989001005064919,female,pregnant,carmen,19/04/2016,Apr,2016,20H 13M 16S,roosting,26160.66667,33024.3124,3,,,
*989001005064919,female,pregnant,carmen,15/04/2016,Apr,2016,20H 7M 6S,roosting,25955,33121.37177,3,,,
*989001003024689,female,lactating,carmen,02/06/2015,Jun,2015,19H 36M 33S,foraging,467.5,449.0128061,2,,,
*989001005064919,female,pregnant,carmen,22/04/2016,Apr,2016,19H 49M 49S,roosting,25938.83333,56584.00483,6,,,
*989001003024690,female,lactating,carmen,22/05/2015,May,2015,19H 57M 22S,foraging,2133.230769,6158.104635,13,,,
*989001005064989,female,pregnant,carmen,23/04/2016,Apr,2016,19H 57M 50S,roosting,25847.33333,27882.66111,3,,,
*989001003024690,female,lactating,carmen,23/05/2015,May,2015,19H 50M 54S,foraging,165.6666667,158.2413768,3,,,
*989001005064947,female,pregnant,carmen,21/04/2016,Apr,2016,21H 15M 8S,roosting,25683,35356.65046,3,,,
*989001003024690,female,lactating,carmen,24/05/2015,May,2015,19H 45M 56S,foraging,10250.33333,13180.71858,3,,,
*989001005064982,female,pregnant,carmen,21/04/2016,Apr,2016,21H 41M 45S,roosting,25667.66667,32593.20344,3,,,
*989001003024690,female,lactating,carmen,25/05/2015,May,2015,19H 42M 50S,foraging,15586.5,13157.13588,2,,,
*989001003024683,female,lactating,carmen,25/05/2015,May,2015,19H 49M 13S,roosting,25523,27803.14459,3,,,
*989001003024690,female,lactating,carmen,26/05/2015,May,2015,19H 47M 30S,foraging,9893.666667,14099.43028,3,,,
*989001005527081,female,pregnant,carmen,19/04/2016,Apr,2016,20H 1M 12S,roosting,25508,27739.2742,3,,,
*989001003024690,female,lactating,carmen,27/05/2015,May,2015,19H 44M 53S,foraging,6034.666667,10344.96696,3,,,
*989001005527048,female,lactating,carmen,15/04/2016,Apr,2016,21H 50M 31S,roosting,25474.66667,35970.31618,3,,,
*989001003024690,female,lactating,carmen,28/05/2015,May,2015,19H 45M 21S,foraging,30175,NA,1,,,
*989001005527048,female,lactating,carmen,23/04/2016,Apr,2016,20H 39M 21S,roosting,25472.33333,31479.64012,3,,,
*989001003024690,female,lactating,carmen,29/05/2015,May,2015,19H 47M 32S,foraging,15249.5,15793.22996,2,,,
*989001005527103,female,non,carmen,23/04/2016,Apr,2016,19H 43M 16S,roosting,25397,32081.55821,3,,,
*989001003024690,female,lactating,carmen,30/05/2015,May,2015,19H 45M 17S,foraging,30792,NA,1,,,
*989001005064919,female,pregnant,carmen,14/04/2016,Apr,2016,20H 3M 29S,roosting,25352.66667,33400.03372,3,,,
*989001003024690,female,lactating,carmen,31/05/2015,May,2015,19H 55M 15S,foraging,14877,11196.32877,2,,,
*989001005527056,female,pregnant,carmen,25/04/2016,Apr,2016,19H 58M 10S,roosting,25276.33333,29174.7157,3,,,
*989001005527058,female,pregnant,carmen,19/04/2016,Apr,2016,20H 20M 12S,roosting,25097.33333,29950.31035,3,,,
*989001003024690,female,lactating,carmen,02/06/2015,Jun,2015,19H 49M 58S,foraging,28995,NA,1,,,
*989001003024660,female,lactating,carmen,22/05/2015,May,2015,19H 51M 55S,roosting,25071,27200.59646,3,,,
*989001003024692,female,lactating,carmen,28/05/2015,May,2015,20H 11M 33S,foraging,190.5,226.9812768,2,,,
*989001005527044,female,non,carmen,23/04/2016,Apr,2016,19H 46M 7S,roosting,25000,26898.54563,3,,,
*989001003024692,female,lactating,carmen,01/06/2015,May,2015,20H 34M 35S,foraging,654.3333333,671.742014,3,,,
*989001005064908,female,pregnant,carmen,15/04/2016,Apr,2016,20H 21M 16S,roosting,24887.33333,35133.02621,3,,,
*989001003024692,female,lactating,carmen,02/06/2015,Jun,2015,19H 51M 13S,foraging,6,NA,1,,,
*989001005064999,female,pregnant,carmen,25/04/2016,Apr,2016,20H 5M 35S,roosting,24844.33333,29469.90333,3,,,
*989001003024697,female,lactating,carmen,22/05/2015,May,2015,19H 59M 7S,foraging,13146.5,18545.28955,2,,,
*989001003024618,female,lactating,carmen,22/05/2015,May,2015,19H 51M 53S,roosting,24838.66667,27981.29415,3,,,
*989001003024697,female,lactating,carmen,23/05/2015,May,2015,20H 2M 15S,foraging,26458,NA,1,,,
*989001005527058,female,pregnant,carmen,20/04/2016,Apr,2016,19H 49M 35S,roosting,24643.33333,32476.79828,3,,,
*989001003024697,female,lactating,carmen,24/05/2015,May,2015,19H 49M 58S,foraging,398.5,515.4808435,2,,,
*989001003024541,female,lactating,carmen,23/05/2015,May,2015,19H 52M 56S,roosting,24616,40892.24478,3,,,
*989001003024697,female,lactating,carmen,25/05/2015,May,2015,19H 57M 0S,foraging,13184,9004.297752,2,,,
*989001005064977,female,pregnant,carmen,16/04/2016,Apr,2016,21H 27M 16S,roosting,24459.33333,35736.0741,3,,,
*989001003024697,female,lactating,carmen,26/05/2015,May,2015,19H 52M 43S,foraging,12713,4620.235708,2,,,
*989001003024660,female,lactating,carmen,23/05/2015,May,2015,19H 47M 18S,roosting,24412,27499.58101,3,,,
*989001003024697,female,lactating,carmen,27/05/2015,May,2015,19H 54M 25S,foraging,27982,NA,1,,,
*989001003024646,female,lactating,carmen,27/05/2015,May,2015,19H 54M 54S,roosting,24179.66667,30887.41372,3,,,
*989001003024697,female,lactating,carmen,28/05/2015,May,2015,19H 48M 58S,foraging,26523,NA,1,,,
*989001005064945,female,pregnant,carmen,18/04/2016,Apr,2016,20H 20M 16S,roosting,24153.66667,29317.8597,3,,,
*989001003024697,female,lactating,carmen,29/05/2015,May,2015,19H 51M 33S,foraging,28002,NA,1,,,
*989001005064902,female,pregnant,carmen,15/04/2016,Apr,2016,21H 46M 35S,roosting,24097.66667,35288.44188,3,,,
*989001003024697,female,lactating,carmen,30/05/2015,May,2015,19H 51M 3S,foraging,29286,NA,1,,,
*989001005064969,female,pregnant,carmen,25/04/2016,Apr,2016,19H 44M 13S,roosting,24078.33333,29350.72064,3,,,
*989001003024697,female,lactating,carmen,31/05/2015,May,2015,19H 53M 56S,foraging,28612,NA,1,,,
*989001005064969,female,pregnant,carmen,24/04/2016,Apr,2016,19H 27M 2S,roosting,23948.66667,28569.49354,3,,,
*989001005527075,female,non,carmen,22/04/2016,Apr,2016,21H 5M 52S,roosting,23945.33333,32460.99515,3,,,
*989001003024697,female,lactating,carmen,02/06/2015,Jun,2015,19H 55M 59S,foraging,24410,NA,1,,,
*989001005064947,female,pregnant,carmen,25/04/2016,Apr,2016,19H 40M 59S,roosting,23934.66667,37744.08279,3,,,
*989001003024698,female,lactating,carmen,22/05/2015,May,2015,19H 56M 2S,foraging,10637.66667,16775.55163,3,,,
*989001005527071,female,pregnant,carmen,20/04/2016,Apr,2016,20H 37M 23S,roosting,23910,32373.83068,3,,,
*989001003024698,female,lactating,carmen,24/05/2015,May,2015,21H 48M 22S,foraging,263.6666667,207.558024,3,,,
*989001003024702,female,lactating,carmen,23/05/2015,May,2015,19H 43M 30S,roosting,23855.33333,29841.65683,3,,,
*989001003024698,female,lactating,carmen,27/05/2015,May,2015,19H 55M 58S,foraging,31352,NA,1,,,
*989001005064930,female,pregnant,carmen,15/04/2016,Apr,2016,19H 58M 31S,roosting,23812.33333,32011.16984,3,,,
*989001003024700,female,lactating,carmen,22/05/2015,May,2015,19H 53M 22S,foraging,28979,NA,1,,,
*989001005064901,female,pregnant,carmen,23/04/2016,Apr,2016,20H 57M 15S,roosting,23805,30540.39824,4,,,
*989001003024700,female,lactating,carmen,23/05/2015,May,2015,19H 52M 37S,foraging,28716,NA,1,,,
*989001005064989,female,pregnant,carmen,25/04/2016,Apr,2016,19H 22M 38S,roosting,23742.33333,29081.72033,3,,,
*989001003024700,female,lactating,carmen,24/05/2015,May,2015,19H 49M 6S,foraging,9827.666667,15649.42597,3,,,
*989001005064955,female,pregnant,carmen,21/04/2016,Apr,2016,20H 46M 48S,roosting,23590,36445.50204,3,,,
*989001003024700,female,lactating,carmen,25/05/2015,May,2015,19H 51M 47S,foraging,3245.444444,8799.787755,9,,,
*989001005064955,female,pregnant,carmen,20/04/2016,Apr,2016,20H 7M 39S,roosting,23476.66667,30232.15428,3,,,
*989001003024700,female,lactating,carmen,26/05/2015,May,2015,19H 47M 57S,foraging,9727.666667,14443.21354,3,,,
*989001005064990,female,pregnant,carmen,23/04/2016,Apr,2016,20H 53M 49S,roosting,23439.66667,34991.25687,3,,,
*989001003024700,female,lactating,carmen,27/05/2015,May,2015,19H 51M 40S,foraging,9029,15313.20776,3,,,
*989001003024534,female,lactating,carmen,01/06/2015,May,2015,19H 53M 19S,roosting,23360.66667,30088.2336,3,,,
*989001003024700,female,lactating,carmen,29/05/2015,May,2015,19H 47M 56S,foraging,4928.666667,11684.92825,6,,,
*989001005064991,female,non,carmen,18/04/2016,Apr,2016,20H 43M 48S,roosting,23335.57143,55064.3565,7,,,
*989001003024700,female,lactating,carmen,30/05/2015,May,2015,19H 53M 57S,foraging,30375,NA,1,,,
*989001005064989,female,pregnant,carmen,18/04/2016,Apr,2016,19H 49M 27S,roosting,23302.66667,26442.0064,3,,,
*989001003024700,female,lactating,carmen,31/05/2015,May,2015,19H 54M 13S,foraging,31114,NA,1,,,
*989001003024685,female,lactating,carmen,28/05/2015,May,2015,19H 43M 25S,roosting,23189.66667,28823.57525,3,,,
*989001005064903,female,pregnant,carmen,25/04/2016,Apr,2016,20H 14M 45S,roosting,23140,31915.37257,4,,,
*989001003024700,female,lactating,carmen,02/06/2015,Jun,2015,19H 52M 56S,foraging,31380,NA,1,,,
*989001003024637,female,non,carmen,02/06/2015,Jun,2015,19H 56M 56S,roosting,22966.75,35592.05067,4,,,
*989001003024701,female,lactating,carmen,22/05/2015,May,2015,19H 57M 31S,foraging,28659,NA,1,,,
*989001005064945,female,pregnant,carmen,14/04/2016,Apr,2016,21H 28M 34S,roosting,22795.75,35767.66523,4,,,
*989001003024701,female,lactating,carmen,23/05/2015,May,2015,19H 57M 2S,foraging,27903,NA,1,,,
*989001005527092,female,non,carmen,17/04/2016,Apr,2016,20H 19M 30S,roosting,22524.33333,32318.16799,3,,,
*989001003024701,female,lactating,carmen,24/05/2015,May,2015,19H 47M 43S,foraging,27549,NA,1,,,
*989001005064955,female,pregnant,carmen,25/04/2016,Apr,2016,20H 7M 30S,roosting,22492.25,38077.20897,4,,,
*989001003024701,female,lactating,carmen,25/05/2015,May,2015,19H 43M 58S,foraging,28629,NA,1,,,
*989001005064930,female,pregnant,carmen,21/04/2016,Apr,2016,20H 56M 56S,roosting,22468.33333,35005.07858,3,,,
*989001003024701,female,lactating,carmen,26/05/2015,May,2015,19H 46M 33S,foraging,28126,NA,1,,,
*989001005064982,female,pregnant,carmen,17/04/2016,Apr,2016,19H 50M 36S,roosting,22441.33333,29386.7648,3,,,
*989001003024701,female,lactating,carmen,27/05/2015,May,2015,19H 48M 24S,foraging,14661,19425.63749,2,,,
*989001005527048,female,lactating,carmen,14/04/2016,Apr,2016,21H 34M 6S,roosting,22325.33333,35574.00357,3,,,
*989001003024701,female,lactating,carmen,28/05/2015,May,2015,19H 41M 20S,foraging,629,463.8620485,2,,,
*989001005064908,female,pregnant,carmen,20/04/2016,Apr,2016,19H 49M 58S,roosting,22250,26681.27191,3,,,
*989001003024701,female,lactating,carmen,29/05/2015,May,2015,19H 49M 15S,foraging,15237,18997.13078,2,,,
*989001005064946,female,non,carmen,20/04/2016,Apr,2016,21H 3M 54S,roosting,22133.14286,53794.13065,7,,,
*989001003024701,female,lactating,carmen,30/05/2015,May,2015,19H 45M 46S,foraging,15221.5,21155.92779,2,,,
*989001005527032,female,pregnant,carmen,14/04/2016,Apr,2016,21H 4M 38S,roosting,22016.66667,37182.14487,3,,,
*989001003024701,female,lactating,carmen,31/05/2015,May,2015,19H 49M 34S,foraging,14947,8421.641764,2,,,
*989001003024522,female,lactating,carmen,23/05/2015,May,2015,19H 57M 45S,roosting,21832.5,23938.42246,4,,,
*989001003024540,female,lactating,carmen,02/06/2015,Jun,2015,19H 49M 51S,roosting,21804.5,42770.85613,4,,,
*989001003024701,female,lactating,carmen,02/06/2015,Jun,2015,19H 44M 6S,foraging,30,NA,1,,,
*989001005527048,female,lactating,carmen,20/04/2016,Apr,2016,20H 54M 53S,roosting,21801.5,28240.43751,4,,,
*989001003024702,female,lactating,carmen,22/05/2015,May,2015,19H 56M 2S,foraging,2091.333333,4558.608194,6,,,
*989001003024642,female,lactating,carmen,27/05/2015,May,2015,19H 54M 27S,roosting,21672,25099.89821,4,,,
*989001003024702,female,lactating,carmen,23/05/2015,May,2015,19H 43M 30S,foraging,6902,1991.212696,2,,,
*989001003024703,female,non,carmen,24/05/2015,May,2015,19H 50M 18S,roosting,21614,24900.75355,4,,,
*989001003024702,female,lactating,carmen,24/05/2015,May,2015,19H 41M 33S,foraging,278,289.9137803,2,,,
*989001003024703,female,non,carmen,27/05/2015,May,2015,20H 9M 38S,roosting,21536.33333,31904.08394,3,,,
*989001003024702,female,lactating,carmen,25/05/2015,May,2015,19H 43M 35S,foraging,14278.5,3544.726294,2,,,
*989001005064958,female,lactating,carmen,16/04/2016,Apr,2016,19H 50M 45S,roosting,21534.25,29230.53559,4,,,
*989001003024702,female,lactating,carmen,26/05/2015,May,2015,19H 48M 31S,foraging,15341.5,18211.53515,2,,,
*989001003024642,female,lactating,carmen,25/05/2015,May,2015,19H 49M 43S,roosting,21517.75,24173.598,4,,,
*989001003024702,female,lactating,carmen,27/05/2015,May,2015,19H 52M 44S,foraging,2762,5207.349422,4,,,
*989001003024690,female,lactating,carmen,23/05/2015,May,2015,19H 50M 54S,roosting,21415,25449.0275,4,,,
*989001003024702,female,lactating,carmen,28/05/2015,May,2015,19H 50M 40S,foraging,10327,16120.83996,3,,,
*989001005064955,female,pregnant,carmen,19/04/2016,Apr,2016,20H 35M 36S,roosting,21402.66667,29962.30185,3,,,
*989001003024702,female,lactating,carmen,29/05/2015,May,2015,19H 49M 9S,foraging,15589,19974.35235,2,,,
*989001003024578,female,lactating,carmen,27/05/2015,May,2015,19H 49M 59S,roosting,21396,25144.05989,4,,,
*989001003024702,female,lactating,carmen,30/05/2015,May,2015,19H 50M 36S,foraging,29936,NA,1,,,
*989001003024642,female,lactating,carmen,26/05/2015,May,2015,19H 44M 34S,roosting,21345.25,23907.98269,4,,,
*989001003024702,female,lactating,carmen,31/05/2015,May,2015,19H 45M 50S,foraging,7590,11866.91645,4,,,
*989001003024679,female,non,carmen,30/05/2015,May,2015,20H 3M 46S,roosting,21292.33333,29940.44473,3,,,
*989001006646577,female,lactating,carmen,30/05/2017,May,2017,20H 52M 4S,roosting,21282.33333,30983.76611,3,,,
*989001003024702,female,lactating,carmen,02/06/2015,Jun,2015,19H 46M 43S,foraging,30108,NA,1,,,
*989001003024533,female,lactating,carmen,23/05/2015,May,2015,19H 43M 57S,roosting,21282.25,24902.08304,4,,,
*989001003024703,female,non,carmen,22/05/2015,May,2015,20H 0M 45S,foraging,133.6666667,108.8864852,6,,,
*989001005064937,female,pregnant,carmen,22/04/2016,Apr,2016,19H 17M 15S,roosting,21244.57143,52833.23599,7,,,
*989001003024703,female,non,carmen,23/05/2015,May,2015,19H 59M 7S,foraging,802.5,1069.85256,2,,,
*989001005064919,female,pregnant,carmen,23/04/2016,Apr,2016,20H 4M 15S,roosting,21232.66667,32114.72244,3,,,
*989001003024703,female,non,carmen,24/05/2015,May,2015,19H 50M 18S,foraging,41,35,3,,,
*989001003024689,female,lactating,carmen,27/05/2015,May,2015,19H 38M 59S,roosting,21167.25,26338.72937,4,,,
*989001003024703,female,non,carmen,25/05/2015,May,2015,19H 54M 29S,foraging,7142.75,9300.42857,4,,,
*989001005064947,female,pregnant,carmen,19/04/2016,Apr,2016,19H 48M 41S,roosting,21131,29333.18992,3,,,
*989001003024703,female,non,carmen,26/05/2015,May,2015,20H 5M 5S,foraging,11447,12479.02047,2,,,
*989001003024522,female,lactating,carmen,22/05/2015,May,2015,19H 58M 24S,roosting,21112.25,23841.99061,4,,,
*989001003024703,female,non,carmen,27/05/2015,May,2015,20H 9M 38S,foraging,7392.666667,9080.576487,3,,,
*989001003024673,female,lactating,carmen,30/05/2015,May,2015,19H 52M 17S,roosting,21096.5,24349.45324,4,,,
*989001003024703,female,non,carmen,28/05/2015,May,2015,20H 7M 18S,foraging,11413.5,10611.55147,2,,,
*989001003024614,female,non,carmen,27/05/2015,May,2015,19H 58M 9S,roosting,21075.25,27464.36736,4,,,
