id,sex,repro,readsite,night,month,year,first_time,time_spent_action,mean_time_bout,sd_time_bout,n,,07:00 p. m.,06:00 a. m.
*989001003024517,female,lactating,carmen,22/05/2015,May,2015,19H 53M 1S,foraging,6914.5,11245.15168,4,,,
*989001003024517,female,lactating,carmen,23/05/2015,May,2015,19H 43M 39S,foraging,871.5714286,2899.109252,21,,,
*989001003024517,female,lactating,carmen,24/05/2015,May,2015,19H 38M 0S,foraging,14804.5,17821.21221,2,,,
*989001003024517,female,lactating,carmen,25/05/2015,May,2015,19H 47M 32S,foraging,14537.5,19678.07461,2,,,
*989001005527039,female,pregnant,carmen,24/04/2016,Apr,2016,20H 32M 51S,roosting,667967,NA,1,,,
*989001003024517,female,lactating,carmen,26/05/2015,May,2015,19H 45M 45S,foraging,5796.4,11711.52743,5,,,
*989001003024610,female,lactating,carmen,01/06/2015,May,2015,19H 54M 33S,roosting,488772,NA,1,,,
*989001003024517,female,lactating,carmen,27/05/2015,May,2015,19H 42M 20S,foraging,15063.5,19697.8736,2,,,
*989001005064922,female,pregnant,carmen,22/04/2016,Apr,2016,20H 2M 1S,roosting,341835,455368.2818,2,,,
*989001003024517,female,lactating,carmen,28/05/2015,May,2015,19H 40M 12S,foraging,1161.833333,1346.122345,6,,,
*989001003024676,female,non,carmen,01/06/2015,May,2015,21H 15M 30S,roosting,339605,NA,1,,,
*989001003024519,female,lactating,carmen,22/05/2015,May,2015,19H 56M 0S,foraging,29763,NA,1,,,
*989001003024692,female,lactating,carmen,28/05/2015,May,2015,20H 11M 33S,roosting,301308.5,425646.4625,2,,,
*989001003024519,female,lactating,carmen,23/05/2015,May,2015,19H 51M 43S,foraging,28227,NA,1,,,
*989001005064949,female,pregnant,carmen,20/04/2016,Apr,2016,20H 8M 41S,roosting,297078,405638.8761,2,,,
*989001003024519,female,lactating,carmen,24/05/2015,May,2015,19H 49M 33S,foraging,55,NA,1,,,
*989001003024564,female,non,carmen,29/05/2015,May,2015,21H 45M 20S,roosting,262739.5,370868.3143,2,,,
*989001003024519,female,lactating,carmen,25/05/2015,May,2015,19H 54M 52S,foraging,29189,NA,1,,,
*989001005064902,female,pregnant,carmen,25/04/2016,Apr,2016,20H 26M 47S,roosting,257126.5,333439.7382,2,,,
*989001003024519,female,lactating,carmen,26/05/2015,May,2015,19H 54M 29S,foraging,28898,NA,1,,,
*989001005527126,female,pregnant,carmen,24/04/2016,Apr,2016,20H 44M 19S,roosting,233119,NA,1,,,
*989001003024519,female,lactating,carmen,27/05/2015,May,2015,19H 55M 12S,foraging,30722,NA,1,,,
*989001006646632,female,lactating,carmen,03/06/2017,Jun,2017,20H 3M 46S,roosting,209220.5,295790.5447,2,,,
*989001003024519,female,lactating,carmen,28/05/2015,May,2015,20H 3M 14S,foraging,6894,7772.000772,4,,,
*989001003024610,female,lactating,carmen,25/05/2015,May,2015,19H 42M 59S,roosting,171959,NA,1,,,
*989001003024519,female,lactating,carmen,29/05/2015,May,2015,19H 54M 3S,foraging,28994,NA,1,,,
*989001005064977,female,pregnant,carmen,20/04/2016,Apr,2016,20H 19M 46S,roosting,166751,217735.1485,2,,,
*989001003024519,female,lactating,carmen,30/05/2015,May,2015,19H 55M 30S,foraging,29400,NA,1,,,
*989001005064930,female,pregnant,carmen,24/04/2016,Apr,2016,21H 3M 1S,roosting,161332,NA,1,,,
*989001003024519,female,lactating,carmen,31/05/2015,May,2015,20H 0M 29S,foraging,29031,NA,1,,,
*989001003024646,female,lactating,carmen,24/05/2015,May,2015,19H 52M 33S,roosting,155738,NA,1,,,
*989001003024665,female,lactating,carmen,01/06/2015,May,2015,19H 53M 13S,roosting,142326,NA,1,,,
*989001003024519,female,lactating,carmen,02/06/2015,Jun,2015,19H 59M 35S,foraging,27200,NA,1,,,
*989001003024674,female,lactating,carmen,31/05/2015,May,2015,19H 51M 50S,roosting,141978,NA,1,,,
*989001003024522,female,lactating,carmen,22/05/2015,May,2015,19H 58M 24S,foraging,101.3333333,120.7904522,3,,,
*989001005064976,female,pregnant,carmen,16/04/2016,Apr,2016,20H 11M 30S,roosting,140563,NA,1,,,
*989001003024522,female,lactating,carmen,23/05/2015,May,2015,19H 57M 45S,foraging,207,258.5575371,3,,,
*989001005064999,female,pregnant,carmen,22/04/2016,Apr,2016,19H 45M 36S,roosting,138448.6667,228665.1761,3,,,
*989001003024522,female,lactating,carmen,24/05/2015,May,2015,19H 52M 32S,foraging,7296,8502.660329,4,,,
*989001005527050,female,pregnant,carmen,20/04/2016,Apr,2016,20H 22M 35S,roosting,128283.75,244518.4457,4,,,
*989001003024522,female,lactating,carmen,25/05/2015,May,2015,19H 57M 56S,foraging,6087.5,10236.6341,4,,,
*989001005527056,female,pregnant,carmen,19/04/2016,Apr,2016,20H 16M 32S,roosting,126262.5,154209.3824,2,,,
*989001003024522,female,lactating,carmen,26/05/2015,May,2015,19H 55M 46S,foraging,14541,5792.618751,2,,,
*989001005064955,female,pregnant,carmen,24/04/2016,Apr,2016,21H 12M 26S,roosting,120028.5,165892.2006,2,,,
*989001003024522,female,lactating,carmen,27/05/2015,May,2015,19H 55M 27S,foraging,15502.5,6279.815324,2,,,
*989001005527056,female,pregnant,carmen,16/04/2016,Apr,2016,20H 3M 24S,roosting,119612.5,152755.5708,2,,,
*989001003024522,female,lactating,carmen,28/05/2015,May,2015,19H 56M 26S,foraging,30362,NA,1,,,
*989001005527081,female,pregnant,carmen,22/04/2016,Apr,2016,19H 31M 57S,roosting,118261.5,155644.8091,2,,,
*989001003024522,female,lactating,carmen,29/05/2015,May,2015,19H 54M 55S,foraging,15094.5,11915.45637,2,,,
*989001003024712,female,lactating,carmen,28/05/2015,May,2015,19H 45M 45S,roosting,117449,158138.7748,2,,,
*989001003024522,female,lactating,carmen,30/05/2015,May,2015,19H 55M 19S,foraging,31101,NA,1,,,
*989001003024692,female,lactating,carmen,01/06/2015,May,2015,20H 34M 35S,roosting,117137.6667,198439.5488,3,,,
*989001003024522,female,lactating,carmen,31/05/2015,May,2015,19H 56M 24S,foraging,8620,14770.95776,3,,,
*989001003024698,female,lactating,carmen,27/05/2015,May,2015,19H 55M 58S,roosting,113751,160657.4891,2,,,
*989001005527032,female,pregnant,carmen,19/04/2016,Apr,2016,19H 59M 36S,roosting,105780,205829.601,4,,,
*989001003024522,female,lactating,carmen,02/06/2015,Jun,2015,19H 58M 3S,foraging,15458,21216.03186,2,,,
*989001005064990,female,pregnant,carmen,22/04/2016,Apr,2016,20H 38M 20S,roosting,104382.25,200208.6716,4,,,
*989001003024524,female,lactating,carmen,22/05/2015,May,2015,19H 53M 27S,foraging,7430.5,6783.176075,4,,,
*989001005064909,female,pregnant,carmen,17/04/2016,Apr,2016,21H 45M 24S,roosting,87680,91158.79202,2,,,
*989001003024524,female,lactating,carmen,23/05/2015,May,2015,19H 50M 5S,foraging,4549.5,6006.016789,4,,,
*989001003024677,female,lactating,carmen,02/06/2015,Jun,2015,19H 52M 33S,roosting,86890,NA,1,,,
*989001003024524,female,lactating,carmen,24/05/2015,May,2015,19H 41M 22S,foraging,3722.5,6789.817106,4,,,
*989001003024634,female,lactating,carmen,02/06/2015,Jun,2015,19H 49M 17S,roosting,86764,NA,1,,,
*989001003024524,female,lactating,carmen,25/05/2015,May,2015,19H 50M 20S,foraging,2531.75,6233.443482,8,,,
*989001003024615,female,lactating,carmen,02/06/2015,Jun,2015,20H 2M 55S,roosting,86648,NA,1,,,
*989001003024524,female,lactating,carmen,26/05/2015,May,2015,19H 47M 34S,foraging,15141,NA,1,,,
*989001003024519,female,lactating,carmen,02/06/2015,Jun,2015,19H 59M 35S,roosting,86631,NA,1,,,
*989001003024524,female,lactating,carmen,27/05/2015,May,2015,19H 48M 7S,foraging,1979.583333,6242.652837,12,,,
*989001003024660,female,lactating,carmen,02/06/2015,Jun,2015,19H 50M 32S,roosting,86566,NA,1,,,
*989001003024524,female,lactating,carmen,28/05/2015,May,2015,19H 50M 40S,foraging,30424,NA,1,,,
*989001003024618,female,lactating,carmen,02/06/2015,Jun,2015,19H 49M 21S,roosting,86542,NA,1,,,
*989001003024524,female,lactating,carmen,29/05/2015,May,2015,19H 49M 3S,foraging,15676,22126.7854,2,,,
*989001003024654,female,lactating,carmen,29/05/2015,May,2015,20H 54M 56S,roosting,86540,85053.63207,2,,,
*989001003024524,female,lactating,carmen,30/05/2015,May,2015,19H 47M 52S,foraging,15678,9800.499987,2,,,
*989001003024653,female,lactating,carmen,02/06/2015,Jun,2015,19H 54M 58S,roosting,86516,NA,1,,,
*989001003024524,female,lactating,carmen,31/05/2015,May,2015,19H 45M 11S,foraging,31517,NA,1,,,
*989001003024674,female,lactating,carmen,02/06/2015,Jun,2015,19H 52M 13S,roosting,86511,NA,1,,,
*989001003024700,female,lactating,carmen,02/06/2015,Jun,2015,19H 52M 56S,roosting,86488,NA,1,,,
*989001003024524,female,lactating,carmen,02/06/2015,Jun,2015,19H 44M 41S,foraging,32485,NA,1,,,
*989001003024703,female,non,carmen,02/06/2015,Jun,2015,20H 6M 31S,roosting,86460,NA,1,,,
*989001003024527,female,lactating,carmen,22/05/2015,May,2015,19H 57M 39S,foraging,13125.5,1424.820164,2,,,
*989001003024624,female,lactating,carmen,02/06/2015,Jun,2015,19H 51M 20S,roosting,86451,NA,1,,,
*989001003024527,female,lactating,carmen,23/05/2015,May,2015,19H 55M 22S,foraging,13395.5,839.3357493,2,,,
*989001003024706,female,lactating,carmen,02/06/2015,Jun,2015,19H 51M 0S,roosting,86410,NA,1,,,
*989001003024527,female,lactating,carmen,24/05/2015,May,2015,19H 49M 24S,foraging,10473,11459.87308,3,,,
*989001003024709,female,lactating,carmen,02/06/2015,Jun,2015,19H 48M 9S,roosting,86398,NA,1,,,
*989001003024527,female,lactating,carmen,25/05/2015,May,2015,19H 53M 49S,foraging,276,340.8254685,2,,,
*989001003024710,female,non,carmen,02/06/2015,Jun,2015,20H 1M 46S,roosting,86396,NA,1,,,
*989001003024527,female,lactating,carmen,26/05/2015,May,2015,19H 52M 40S,foraging,14941.5,5683.0172,2,,,
*989001003024639,female,lactating,carmen,02/06/2015,Jun,2015,19H 57M 46S,roosting,86366,NA,1,,,
*989001003024527,female,lactating,carmen,27/05/2015,May,2015,19H 53M 7S,foraging,7285,8528.612197,4,,,
*989001003024661,female,lactating,carmen,02/06/2015,Jun,2015,19H 58M 23S,roosting,86363,NA,1,,,
*989001003024527,female,lactating,carmen,28/05/2015,May,2015,19H 54M 25S,foraging,14668.5,6829.944399,2,,,
*989001003024671,female,lactating,carmen,02/06/2015,Jun,2015,19H 48M 53S,roosting,86358,NA,1,,,
*989001003024527,female,lactating,carmen,29/05/2015,May,2015,19H 51M 26S,foraging,13917.5,11351.18516,2,,,
*989001003024697,female,lactating,carmen,02/06/2015,Jun,2015,19H 55M 59S,roosting,86316,NA,1,,,
*989001003024527,female,lactating,carmen,30/05/2015,May,2015,19H 58M 41S,foraging,13625,6993.286066,2,,,
*989001003024533,female,lactating,carmen,02/06/2015,Jun,2015,19H 48M 5S,roosting,86315,NA,1,,,
*989001003024527,female,lactating,carmen,31/05/2015,May,2015,19H 53M 33S,foraging,10259.66667,9112.024711,3,,,
*989001003024713,female,lactating,carmen,02/06/2015,Jun,2015,19H 57M 27S,roosting,86310,NA,1,,,
*989001003024524,female,lactating,carmen,02/06/2015,Jun,2015,19H 44M 41S,roosting,86291,NA,1,,,
*989001003024527,female,lactating,carmen,02/06/2015,Jun,2015,19H 46M 33S,foraging,31093,NA,1,,,
*989001003024543,female,lactating,carmen,02/06/2015,Jun,2015,19H 48M 37S,roosting,86280,NA,1,,,
*989001003024533,female,lactating,carmen,22/05/2015,May,2015,19H 48M 30S,foraging,10208.33333,4369.295748,3,,,
*989001003024632,female,lactating,carmen,30/05/2015,May,2015,19H 57M 50S,roosting,86276,121497.9156,2,,,
*989001003024533,female,lactating,carmen,23/05/2015,May,2015,19H 43M 57S,foraging,474.6666667,289.175264,3,,,
*989001003024601,female,lactating,carmen,02/06/2015,Jun,2015,19H 46M 34S,roosting,86272,NA,1,,,
*989001003024533,female,lactating,carmen,24/05/2015,May,2015,19H 44M 31S,foraging,14829.5,7363.102912,2,,,
*989001003024672,female,lactating,carmen,02/06/2015,Jun,2015,19H 46M 37S,roosting,86258,NA,1,,,
*989001003024533,female,lactating,carmen,25/05/2015,May,2015,19H 47M 5S,foraging,15292.5,103.9446968,2,,,
*989001003024610,female,lactating,carmen,02/06/2015,Jun,2015,19H 51M 59S,roosting,86246,NA,1,,,
*989001003024533,female,lactating,carmen,26/05/2015,May,2015,19H 43M 31S,foraging,15193,7544.829355,2,,,
*989001003024687,female,lactating,carmen,02/06/2015,Jun,2015,19H 51M 32S,roosting,86241,NA,1,,,
*989001003024533,female,lactating,carmen,27/05/2015,May,2015,19H 47M 0S,foraging,15085.5,2406.284376,2,,,
*989001003024527,female,lactating,carmen,02/06/2015,Jun,2015,19H 46M 33S,roosting,86240,NA,1,,,
*989001003024533,female,lactating,carmen,28/05/2015,May,2015,19H 44M 47S,foraging,15542.5,2618.416411,2,,,
*989001003024690,female,lactating,carmen,02/06/2015,Jun,2015,19H 49M 58S,roosting,86233,NA,1,,,
*989001003024533,female,lactating,carmen,29/05/2015,May,2015,19H 44M 33S,foraging,10513,9104.643046,3,,,
*989001003024536,female,lactating,carmen,02/06/2015,Jun,2015,19H 49M 33S,roosting,86206,NA,1,,,
*989001003024533,female,lactating,carmen,30/05/2015,May,2015,19H 43M 36S,foraging,202.5,57.27564928,2,,,
*989001003024557,female,lactating,carmen,02/06/2015,Jun,2015,19H 47M 52S,roosting,86184,NA,1,,,
*989001003024533,female,lactating,carmen,31/05/2015,May,2015,19H 46M 32S,foraging,31538,NA,1,,,
*989001003024685,female,lactating,carmen,02/06/2015,Jun,2015,19H 51M 10S,roosting,86178,NA,1,,,
*989001003024533,female,lactating,carmen,01/06/2015,May,2015,19H 49M 15S,foraging,15,NA,1,,,
*989001003024606,female,lactating,carmen,02/06/2015,Jun,2015,19H 53M 32S,roosting,86157,NA,1,,,
*989001003024533,female,lactating,carmen,02/06/2015,Jun,2015,19H 48M 5S,foraging,30265,NA,1,,,
*989001003024666,female,lactating,carmen,02/06/2015,Jun,2015,19H 51M 41S,roosting,86157,NA,1,,,
*989001003024534,female,lactating,carmen,22/05/2015,May,2015,19H 56M 32S,foraging,2232.5,2050.617249,6,,,
*989001003024662,female,lactating,carmen,02/06/2015,Jun,2015,19H 48M 24S,roosting,86156,NA,1,,,
*989001003024534,female,lactating,carmen,23/05/2015,May,2015,19H 44M 28S,foraging,621.8333333,1059.436533,6,,,
*989001003024642,female,lactating,carmen,02/06/2015,Jun,2015,19H 47M 24S,roosting,86140,NA,1,,,
*989001003024534,female,lactating,carmen,24/05/2015,May,2015,19H 44M 35S,foraging,7770,7581.014972,4,,,
*989001003024646,female,lactating,carmen,02/06/2015,Jun,2015,19H 50M 28S,roosting,86134,NA,1,,,
*989001003024534,female,lactating,carmen,25/05/2015,May,2015,19H 50M 22S,foraging,742.5,924.0946921,4,,,
*989001003024626,female,lactating,carmen,02/06/2015,Jun,2015,19H 55M 42S,roosting,86125,NA,1,,,
*989001003024534,female,lactating,carmen,26/05/2015,May,2015,19H 50M 46S,foraging,4074.857143,3989.808911,7,,,
*989001003024663,female,lactating,carmen,02/06/2015,Jun,2015,19H 58M 19S,roosting,86091,NA,1,,,
*989001003024534,female,lactating,carmen,27/05/2015,May,2015,19H 48M 53S,foraging,6787.5,8246.545802,4,,,
*989001003024683,female,lactating,carmen,02/06/2015,Jun,2015,19H 53M 9S,roosting,86088,NA,1,,,
*989001003024534,female,lactating,carmen,28/05/2015,May,2015,19H 50M 52S,foraging,3198.25,4064.102392,4,,,
*989001003024686,female,lactating,carmen,02/06/2015,Jun,2015,19H 49M 15S,roosting,86072,NA,1,,,
*989001003024534,female,lactating,carmen,29/05/2015,May,2015,19H 48M 9S,foraging,30566,NA,1,,,
*989001003024633,female,lactating,carmen,02/06/2015,Jun,2015,19H 52M 28S,roosting,86062,NA,1,,,
*989001003024534,female,lactating,carmen,30/05/2015,May,2015,19H 52M 28S,foraging,7142.25,6827.614341,4,,,
*989001003024614,female,non,carmen,02/06/2015,Jun,2015,19H 47M 41S,roosting,86041,NA,1,,,
*989001003024534,female,lactating,carmen,31/05/2015,May,2015,19H 55M 32S,foraging,3095,NA,1,,,
*989001003024631,female,lactating,carmen,02/06/2015,Jun,2015,19H 56M 51S,roosting,86031,NA,1,,,
*989001003024534,female,lactating,carmen,01/06/2015,May,2015,19H 53M 19S,foraging,302.5,113.8441918,2,,,
*989001003024627,female,lactating,carmen,02/06/2015,Jun,2015,19H 48M 23S,roosting,86012,NA,1,,,
*989001003024534,female,lactating,carmen,02/06/2015,Jun,2015,19H 57M 26S,foraging,73,NA,1,,,
*989001003024581,female,lactating,carmen,02/06/2015,Jun,2015,19H 49M 9S,roosting,85975,NA,1,,,
*989001003024536,female,lactating,carmen,22/05/2015,May,2015,19H 53M 1S,foraging,9929.666667,8174.199003,3,,,
*989001003024678,female,lactating,carmen,02/06/2015,Jun,2015,19H 51M 35S,roosting,85956,NA,1,,,
*989001003024536,female,lactating,carmen,23/05/2015,May,2015,19H 53M 23S,foraging,5799,9146.614729,5,,,
*989001003024702,female,lactating,carmen,02/06/2015,Jun,2015,19H 46M 43S,roosting,85907,NA,1,,,
*989001003024536,female,lactating,carmen,24/05/2015,May,2015,19H 48M 53S,foraging,29140,NA,1,,,
*989001003024654,female,lactating,carmen,02/06/2015,Jun,2015,20H 6M 49S,roosting,85604,NA,1,,,
*989001003024536,female,lactating,carmen,25/05/2015,May,2015,19H 54M 26S,foraging,15068,18161.33057,2,,,
*989001003024586,female,non,carmen,02/06/2015,Jun,2015,19H 57M 14S,roosting,85519,NA,1,,,
*989001003024536,female,lactating,carmen,26/05/2015,May,2015,19H 52M 28S,foraging,3487.75,6059.752546,4,,,
*989001003024650,female,lactating,carmen,02/06/2015,Jun,2015,19H 43M 29S,roosting,85416,NA,1,,,
*989001003024536,female,lactating,carmen,27/05/2015,May,2015,19H 52M 3S,foraging,15390,19302.60091,2,,,
*989001005527126,female,pregnant,carmen,21/04/2016,Apr,2016,20H 45M 51S,roosting,84984.5,83961.15209,2,,,
*989001003024536,female,lactating,carmen,28/05/2015,May,2015,19H 48M 26S,foraging,31517,NA,1,,,
*989001005527056,female,pregnant,carmen,22/04/2016,Apr,2016,20H 26M 13S,roosting,84414.66667,127914.1563,3,,,
*989001003024536,female,lactating,carmen,29/05/2015,May,2015,19H 46M 11S,foraging,31143,NA,1,,,
*989001005064901,female,pregnant,carmen,19/04/2016,Apr,2016,20H 15M 39S,roosting,83569,129707.092,3,,,
*989001003024536,female,lactating,carmen,30/05/2015,May,2015,19H 52M 7S,foraging,30745,NA,1,,,
*989001005064977,female,pregnant,carmen,15/04/2016,Apr,2016,21H 38M 6S,roosting,82164,106508.666,2,,,
*989001003024536,female,lactating,carmen,31/05/2015,May,2015,19H 49M 55S,foraging,10172.66667,8603.883387,3,,,
*989001005064999,female,pregnant,carmen,17/04/2016,Apr,2016,21H 48M 34S,roosting,81699.66667,135059.1974,3,,,
*989001005064902,female,pregnant,carmen,17/04/2016,Apr,2016,19H 52M 52S,roosting,80841,83625.27637,2,,,
*989001003024536,female,lactating,carmen,02/06/2015,Jun,2015,19H 49M 33S,foraging,31232,NA,1,,,
*989001003024655,female,lactating,carmen,02/06/2015,Jun,2015,19H 55M 10S,roosting,80703,NA,1,,,
*989001003024540,female,lactating,carmen,22/05/2015,May,2015,19H 54M 7S,foraging,9843.333333,15892.11781,3,,,
*989001005064986,female,pregnant,carmen,22/04/2016,Apr,2016,19H 47M 41S,roosting,80439.5,97971.76585,2,,,
*989001003024540,female,lactating,carmen,23/05/2015,May,2015,19H 54M 26S,foraging,29305,NA,1,,,
*989001003024619,female,lactating,carmen,02/06/2015,Jun,2015,19H 45M 52S,roosting,80223,NA,1,,,
*989001003024540,female,lactating,carmen,24/05/2015,May,2015,19H 50M 5S,foraging,30112,NA,1,,,
*989001003024620,female,lactating,carmen,02/06/2015,Jun,2015,19H 44M 0S,roosting,78210,NA,1,,,
*989001003024540,female,lactating,carmen,25/05/2015,May,2015,19H 49M 21S,foraging,15373.5,21720.199,2,,,
*989001003024667,female,lactating,carmen,02/06/2015,Jun,2015,19H 56M 47S,roosting,77604,NA,1,,,
*989001003024540,female,lactating,carmen,26/05/2015,May,2015,19H 46M 31S,foraging,14888.5,20249.41689,2,,,
*989001003024629,female,lactating,carmen,02/06/2015,Jun,2015,19H 57M 33S,roosting,76893,NA,1,,,
*989001003024540,female,lactating,carmen,27/05/2015,May,2015,19H 51M 51S,foraging,33,NA,1,,,
*989001003024712,female,lactating,carmen,31/05/2015,May,2015,21H 2M 59S,roosting,76420.5,107828.8344,2,,,
*989001003024540,female,lactating,carmen,28/05/2015,May,2015,19H 46M 46S,foraging,36,NA,1,,,
*989001005064949,female,pregnant,carmen,22/04/2016,Apr,2016,20H 1M 41S,roosting,74041.5,99545.78555,2,,,
*989001003024540,female,lactating,carmen,29/05/2015,May,2015,19H 51M 59S,foraging,29771,NA,1,,,
*989001003024679,female,non,carmen,02/06/2015,Jun,2015,19H 50M 6S,roosting,73110,NA,1,,,
*989001003024540,female,lactating,carmen,30/05/2015,May,2015,19H 54M 49S,foraging,15230.5,21462.81213,2,,,
*989001003024624,female,lactating,carmen,26/05/2015,May,2015,19H 47M 39S,roosting,70968.5,98616.64724,2,,,
*989001003024540,female,lactating,carmen,31/05/2015,May,2015,19H 56M 20S,foraging,14,NA,1,,,
*989001005064908,female,pregnant,carmen,25/04/2016,Apr,2016,19H 43M 3S,roosting,70224,NA,1,,,
*989001005527118,female,non,carmen,22/04/2016,Apr,2016,20H 27M 20S,roosting,70042.5,163860.4128,6,,,
*989001003024540,female,lactating,carmen,02/06/2015,Jun,2015,19H 49M 51S,foraging,7041.25,12408.59222,4,,,
*989001005064909,female,pregnant,carmen,15/04/2016,Apr,2016,21H 41M 18S,roosting,68692,NA,1,,,
*989001003024541,female,lactating,carmen,22/05/2015,May,2015,19H 54M 23S,foraging,6685,4276.581813,2,,,
*989001005064961,female,pregnant,carmen,17/04/2016,Apr,2016,19H 53M 30S,roosting,68347,NA,1,,,
*989001003024541,female,lactating,carmen,23/05/2015,May,2015,19H 52M 56S,foraging,9756.333333,10668.06755,3,,,
*989001005064909,female,pregnant,carmen,25/04/2016,Apr,2016,20H 1M 2S,roosting,66063,NA,1,,,
*989001003024541,female,lactating,carmen,24/05/2015,May,2015,19H 50M 55S,foraging,9742.666667,11126.96438,3,,,
*989001005064949,female,pregnant,carmen,23/04/2016,Apr,2016,19H 52M 4S,roosting,64296,NA,1,,,
*989001003024541,female,lactating,carmen,25/05/2015,May,2015,19H 49M 57S,foraging,9684.666667,8866.62463,3,,,
*989001005064909,female,pregnant,carmen,21/04/2016,Apr,2016,19H 33M 0S,roosting,64247.8,139737.383,5,,,
*989001003024541,female,lactating,carmen,26/05/2015,May,2015,19H 47M 40S,foraging,9818.333333,10271.45021,3,,,
*989001005064976,female,pregnant,carmen,19/04/2016,Apr,2016,19H 45M 56S,roosting,63550.25,110288.8856,4,,,
*989001003024541,female,lactating,carmen,27/05/2015,May,2015,19H 49M 10S,foraging,9614,6116.835538,3,,,
*989001005527071,female,pregnant,carmen,17/04/2016,Apr,2016,20H 46M 28S,roosting,63129,NA,1,,,
*989001003024541,female,lactating,carmen,28/05/2015,May,2015,19H 53M 6S,foraging,9115,8901.015897,3,,,
*989001005064945,female,pregnant,carmen,17/04/2016,Apr,2016,21H 17M 2S,roosting,62953.75,119247.2343,4,,,
*989001003024541,female,lactating,carmen,29/05/2015,May,2015,19H 55M 0S,foraging,15039,8793.579931,2,,,
*989001005527029,female,non,carmen,21/04/2016,Apr,2016,20H 31M 52S,roosting,62830,NA,1,,,
*989001003024541,female,lactating,carmen,30/05/2015,May,2015,19H 56M 51S,foraging,9258.333333,8633.175797,3,,,
*989001005527058,female,pregnant,carmen,17/04/2016,Apr,2016,20H 2M 9S,roosting,62731.25,115507.9678,4,,,
*989001003024541,female,lactating,carmen,31/05/2015,May,2015,19H 57M 28S,foraging,30420,NA,1,,,
*989001003024712,female,lactating,carmen,01/06/2015,May,2015,21H 27M 40S,roosting,62264,NA,1,,,
*989001003024654,female,lactating,carmen,30/05/2015,May,2015,21H 33M 18S,roosting,62259,NA,1,,,
*989001003024541,female,lactating,carmen,02/06/2015,Jun,2015,19H 56M 46S,foraging,14498,18413.06058,2,,,
*989001005064986,female,pregnant,carmen,16/04/2016,Apr,2016,20H 45M 51S,roosting,62069,NA,1,,,
*989001003024543,female,lactating,carmen,22/05/2015,May,2015,19H 59M 29S,foraging,14870.5,7848.178164,2,,,
*989001005064902,female,pregnant,carmen,19/04/2016,Apr,2016,21H 37M 49S,roosting,61968,NA,1,,,
*989001003024543,female,lactating,carmen,23/05/2015,May,2015,19H 59M 33S,foraging,8974.333333,7849.244316,3,,,
*989001003024654,female,lactating,carmen,24/05/2015,May,2015,20H 0M 30S,roosting,61272,NA,1,,,
*989001003024543,female,lactating,carmen,24/05/2015,May,2015,19H 51M 51S,foraging,28879,NA,1,,,
*989001003024697,female,lactating,carmen,27/05/2015,May,2015,19H 54M 25S,roosting,60542,NA,1,,,
*989001003024543,female,lactating,carmen,25/05/2015,May,2015,19H 50M 57S,foraging,13215.5,5733.928889,2,,,
*989001003024697,female,lactating,carmen,23/05/2015,May,2015,20H 2M 15S,roosting,60240,NA,1,,,
*989001003024543,female,lactating,carmen,26/05/2015,May,2015,19H 56M 6S,foraging,13898.5,5721.200967,2,,,
*989001005064986,female,pregnant,carmen,19/04/2016,Apr,2016,19H 42M 28S,roosting,60166,NA,1,,,
*989001003024543,female,lactating,carmen,27/05/2015,May,2015,19H 53M 10S,foraging,14621,3068.84343,2,,,
*989001003024710,female,non,carmen,24/05/2015,May,2015,19H 57M 9S,roosting,60154,NA,1,,,
*989001003024543,female,lactating,carmen,28/05/2015,May,2015,19H 53M 56S,foraging,4107.857143,6454.339172,7,,,
*989001005064986,female,pregnant,carmen,15/04/2016,Apr,2016,20H 25M 2S,roosting,60076,NA,1,,,
*989001003024543,female,lactating,carmen,29/05/2015,May,2015,19H 53M 43S,foraging,2108.125,5128.256747,8,,,
*989001003024697,female,lactating,carmen,29/05/2015,May,2015,19H 51M 33S,roosting,60032,NA,1,,,
*989001003024543,female,lactating,carmen,30/05/2015,May,2015,19H 53M 24S,foraging,15273,3618.972506,2,,,
*989001003024654,female,lactating,carmen,25/05/2015,May,2015,20H 17M 49S,roosting,59979,NA,1,,,
*989001003024543,female,lactating,carmen,31/05/2015,May,2015,19H 52M 6S,foraging,5612.666667,9386.050572,3,,,
*989001003024655,female,lactating,carmen,23/05/2015,May,2015,20H 5M 34S,roosting,59736,NA,1,,,
*989001003024655,female,lactating,carmen,27/05/2015,May,2015,19H 55M 59S,roosting,59394,NA,1,,,
*989001003024543,female,lactating,carmen,02/06/2015,Jun,2015,19H 48M 37S,foraging,30999,NA,1,,,
*989001005064961,female,pregnant,carmen,21/04/2016,Apr,2016,20H 37M 40S,roosting,59345,NA,1,,,
*989001003024550,female,lactating,carmen,22/05/2015,May,2015,19H 52M 22S,foraging,32296,NA,1,,,
*989001005064986,female,pregnant,carmen,20/04/2016,Apr,2016,19H 40M 37S,roosting,59230,NA,1,,,
*989001003024550,female,lactating,carmen,23/05/2015,May,2015,19H 54M 11S,foraging,5966.666667,10058.50816,3,,,
*989001003024581,female,lactating,carmen,23/05/2015,May,2015,19H 48M 16S,roosting,59205,NA,1,,,
*989001003024557,female,lactating,carmen,22/05/2015,May,2015,20H 1M 10S,foraging,28264,NA,1,,,
